invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I304119,C172187,Cosmetics,3,896.12,13-11-2021,Mall of Istanbul
I132104,C317797,Shoes,5,5888.95,07-02-2021,Zorlu Center
I191015,C215307,Cosmetics,2,3477.54,10-10-2021,Istinye Park
I453798,C137918,Clothing,1,1705.85,04-01-2023,Metropol AVM
I328257,C804835,Food & Beverage,1,8031.3,19-11-2021,Kanyon
I145205,C179975,Shoes,2,1333.93,27-11-2022,Kanyon
I278857,C237122,Clothing,1,5347.66,02-02-2022,Cevahir AVM
I685735,C223534,Food & Beverage,4,5169.61,09-01-2023,Zorlu Center
I118610,C217816,Books,4,3831.79,03-01-2021,Kanyon
I100441,C202089,Cosmetics,3,9898.1,09-09-2022,Istinye Park
I679412,C917221,Technology,1,8663.78,10-07-2021,Cevahir AVM
I332169,C571616,Cosmetics,2,7849.23,02-05-2021,Cevahir AVM
I109387,C326843,Clothing,4,3247.63,09-01-2021,Metrocity
I171579,C263900,Clothing,2,8643.21,06-12-2021,Istinye Park
I266025,C503636,Food & Beverage,5,1237.03,03-09-2021,Metrocity
I169477,C182966,Clothing,4,4813.27,13-12-2021,Kanyon
I314842,C432820,Toys,2,7379.75,05-05-2021,Metrocity
I282974,C551976,Food & Beverage,2,3603.76,23-05-2022,Viaport Outlet
I248956,C265199,Clothing,5,6069.64,14-09-2021,Istinye Park
I216324,C268344,Shoes,1,5926.31,28-10-2021,Kanyon
I673088,C256582,Clothing,2,5652.53,27-01-2023,Forum Istanbul
I134087,C797804,Food & Beverage,1,633.62,10-10-2022,Forum Istanbul
I119786,C953806,Clothing,1,3946.63,11-01-2022,Kanyon
I268887,C372359,Toys,1,2633.67,02-12-2022,Viaport Outlet
I199729,C922108,Clothing,3,2228.2,10-04-2021,Istinye Park
I293453,C309483,Food & Beverage,5,6378.47,02-06-2022,Istinye Park
I318415,C205574,Cosmetics,1,3022.58,04-01-2023,Istinye Park
I207983,C269352,Shoes,3,9796.54,17-05-2021,Metrocity
I189893,C260148,Food & Beverage,4,1369.34,11-06-2021,Forum Istanbul
I324907,C237599,Souvenir,1,7742.51,20-05-2022,Istinye Park
I953755,C157452,Shoes,2,5518.52,04-02-2021,Istinye Park
I301453,C217394,Shoes,3,5392.24,11-02-2022,Metropol AVM
I278498,C292506,Clothing,3,656.17,03-01-2021,Kanyon
I751412,C148378,Shoes,2,2903.11,16-02-2021,Viaport Outlet
I450940,C204443,Shoes,3,8366.1,29-09-2021,Forum Istanbul
I314086,C333249,Clothing,2,417.72,26-02-2023,Istinye Park
I226305,C715595,Technology,5,7602.87,14-07-2021,Kanyon
I990637,C223635,Clothing,5,413.58,31-12-2022,Istinye Park
I302237,C277487,Clothing,5,2071.77,13-10-2021,Kanyon
I884916,C330406,Clothing,3,6997.12,28-03-2021,Zorlu Center
I314918,C228303,Clothing,3,5412.92,21-11-2022,Kanyon
I686183,C461317,Clothing,1,7368.6,19-06-2022,Metrocity
I510518,C264678,Clothing,1,2041.77,27-11-2021,Kanyon
I158360,C249587,Souvenir,3,625.58,14-07-2021,Mall of Istanbul
I250772,C159794,Clothing,4,8275.8,28-01-2022,Emaar Square Mall
I236350,C257852,Cosmetics,4,3067.16,18-10-2021,Kanyon
I133630,C109921,Shoes,5,2383.96,14-12-2021,Kanyon
I157105,C321020,Clothing,5,2780.9,07-10-2022,Metropol AVM
I336300,C219745,Toys,4,2121.59,03-04-2022,Metrocity
I339373,C277586,Clothing,3,9235.75,20-05-2021,Mall of Istanbul
I322725,C249527,Clothing,5,3544.74,10-09-2021,Mall of Istanbul
I153727,C119752,Clothing,4,5559.12,24-03-2022,Istinye Park
I329257,C113382,Toys,3,9007.63,19-09-2022,Mall of Istanbul
I283440,C149277,Food & Beverage,5,6811.58,13-08-2022,Metropol AVM
I311885,C150759,Cosmetics,3,7168.01,04-08-2021,Forum Istanbul
I607631,C153528,Clothing,1,968.7,29-09-2022,Forum Istanbul
I293063,C174950,Technology,5,2279.9,04-05-2022,Kanyon
I310487,C220352,Cosmetics,5,6750.95,06-03-2023,Mall of Istanbul
I158196,C182464,Technology,2,522.28,10-04-2022,Metrocity
I331421,C196656,Clothing,5,241.19,19-09-2021,Viaport Outlet
I653741,C140766,Clothing,4,7431.93,01-09-2022,Metropol AVM
I196412,C301475,Food & Beverage,4,7236.78,21-10-2022,Metrocity
I214184,C221065,Clothing,1,4385.5,10-08-2021,Metropol AVM
I230869,C134254,Food & Beverage,5,7082.09,09-09-2021,Metropol AVM
I197007,C979723,Technology,1,2131.48,01-01-2021,Istinye Park
I162593,C104337,Cosmetics,4,1743.96,23-04-2021,Mall of Istanbul
I280340,C193505,Souvenir,1,7625.04,15-08-2021,Kanyon
I317329,C101921,Clothing,5,362.33,09-11-2022,Mall of Istanbul
I112329,C936997,Shoes,1,2539.97,09-10-2022,Kanyon
I515656,C217164,Technology,3,5194.52,28-01-2023,Emaar Square Mall
I301005,C238165,Technology,2,79.33,27-07-2022,Mall of Istanbul
I216796,C532506,Toys,4,6992.7,05-02-2021,Zorlu Center
I371895,C608672,Food & Beverage,1,3991.56,09-07-2022,Cevahir AVM
I124339,C278365,Toys,1,2042.21,26-12-2021,Mall of Istanbul
I219278,C208144,Cosmetics,5,9223.75,13-06-2021,Cevahir AVM
I588150,C524887,Toys,4,1833.06,09-10-2021,Istinye Park
I206377,C238664,Food & Beverage,5,9870.67,23-02-2021,Kanyon
I103615,C318503,Clothing,2,3908.75,13-01-2021,Metropol AVM
I135209,C275218,Books,5,7915.01,29-07-2021,Metrocity
I139222,C251447,Clothing,5,464.85,31-08-2021,Mall of Istanbul
I259986,C408879,Cosmetics,4,5419.24,18-05-2022,Viaport Outlet
I214041,C903884,Cosmetics,1,7669.28,03-09-2021,Cevahir AVM
I128525,C123047,Clothing,2,3033.05,26-12-2022,Metrocity
I339582,C266425,Clothing,1,7984.25,13-04-2022,Zorlu Center
I233107,C186799,Shoes,5,5209.4,27-02-2021,Mall of Istanbul
I250383,C247442,Clothing,1,6069.09,05-11-2021,Istinye Park
I322863,C113324,Clothing,2,4885.97,19-12-2022,Kanyon
I152354,C204168,Books,1,9600.21,09-07-2021,Istinye Park
I316660,C749709,Shoes,3,6254.07,22-05-2022,Kanyon
I280330,C109831,Clothing,3,3811.73,11-07-2021,Zorlu Center
I309565,C289877,Clothing,3,116.93,11-09-2022,Kanyon
I903122,C192066,Clothing,3,8381.85,04-03-2021,Kanyon
I285225,C135887,Clothing,4,3240.11,21-08-2022,Metrocity
I133426,C199378,Food & Beverage,1,150.25,07-03-2021,Mall of Istanbul
I255808,C136586,Shoes,4,7120.45,15-06-2022,Istinye Park
I208254,C107448,Technology,2,6248.88,16-05-2022,Kanyon
I123309,C171263,Clothing,2,4956.13,12-03-2021,Viaport Outlet
I153598,C129219,Technology,4,6710.67,12-08-2021,Kanyon
I490553,C168676,Technology,3,418.15,29-12-2021,Istinye Park
I928376,C719783,Shoes,2,2914.11,06-01-2023,Emaar Square Mall
I653145,C181908,Clothing,1,5414.68,11-03-2022,Mall of Istanbul
I339252,C619754,Shoes,4,8885.29,21-07-2021,Istinye Park
I331890,C473192,Toys,3,3469.65,16-03-2022,Zorlu Center
I659416,C380388,Food & Beverage,2,461.23,17-02-2021,Metrocity
I649125,C453349,Toys,5,8940.78,17-07-2022,Metrocity
I106758,C175161,Books,1,3643.76,14-07-2022,Metrocity
I287173,C286096,Clothing,1,5633.09,04-03-2022,Istinye Park
I340264,C132067,Clothing,2,4754.47,06-10-2021,Kanyon
I329779,C663886,Shoes,1,7939.65,23-07-2022,Istinye Park
I411387,C611417,Food & Beverage,3,5386.38,23-04-2021,Istinye Park
I899122,C235632,Clothing,4,9263.01,28-07-2021,Istinye Park
I255409,C104837,Shoes,5,8990.98,12-10-2022,Emaar Square Mall
I787030,C550349,Toys,5,5892.85,24-07-2022,Cevahir AVM
I939704,C173301,Clothing,5,4472.12,23-11-2022,Metrocity
I227581,C143332,Shoes,5,5699.63,18-09-2021,Forum Istanbul
I620541,C878229,Cosmetics,5,7774.12,11-10-2021,Kanyon
I244293,C240497,Clothing,5,6588.56,17-06-2022,Kanyon
I129338,C600023,Clothing,5,6349.0,08-02-2023,Metrocity
I788060,C258813,Clothing,4,5742.08,01-12-2021,Istinye Park
I254986,C304295,Food & Beverage,5,5729.52,21-08-2021,Emaar Square Mall
I309042,C224760,Cosmetics,1,5841.2,19-06-2021,Kanyon
I167204,C158278,Technology,3,4091.66,03-08-2021,Zorlu Center
I277437,C111970,Food & Beverage,2,1842.18,16-08-2022,Metropol AVM
I321929,C264095,Souvenir,1,524.88,23-02-2022,Metropol AVM
I109825,C225205,Books,3,1943.08,09-03-2021,Mall of Istanbul
I236750,C153715,Cosmetics,5,5797.48,10-01-2022,Kanyon
I231539,C187969,Food & Beverage,5,3628.65,08-10-2022,Kanyon
I249872,C737211,Clothing,1,7795.69,19-05-2022,Forum Istanbul
I264226,C129235,Clothing,4,3647.9,11-08-2021,Istinye Park
I172147,C198753,Shoes,2,591.58,10-06-2022,Viaport Outlet
I134451,C236883,Clothing,2,2335.7,13-04-2021,Metrocity
I120225,C274984,Books,5,7419.48,13-06-2021,Zorlu Center
I174044,C283536,Clothing,4,2508.54,10-02-2022,Zorlu Center
I465347,C182862,Clothing,2,4360.15,17-01-2023,Metrocity
I325705,C156999,Clothing,4,5422.26,26-12-2021,Mall of Istanbul
I305239,C172503,Clothing,2,6370.11,09-06-2021,Metrocity
I353694,C580150,Technology,2,5218.64,23-12-2022,Mall of Istanbul
I128920,C140938,Shoes,2,4903.47,22-02-2022,Mall of Istanbul
I237777,C199124,Books,2,8756.11,19-07-2021,Kanyon
I124144,C862361,Souvenir,5,9646.89,26-07-2021,Istinye Park
I251584,C323038,Souvenir,3,7235.12,25-06-2021,Forum Istanbul
I777464,C324676,Food & Beverage,3,3590.34,03-04-2022,Kanyon
I734302,C334239,Food & Beverage,1,1350.47,10-09-2022,Mall of Istanbul
I255309,C122960,Technology,2,4101.71,23-10-2021,Viaport Outlet
I942295,C248152,Clothing,1,3471.81,29-10-2022,Mall of Istanbul
I265661,C597909,Cosmetics,2,386.9,08-01-2021,Emaar Square Mall
I253771,C606415,Clothing,5,3447.36,04-03-2021,Mall of Istanbul
I144830,C725854,Technology,2,9687.47,03-09-2021,Mall of Istanbul
I159651,C328286,Food & Beverage,2,9488.58,16-11-2022,Cevahir AVM
I339491,C189169,Clothing,2,6051.16,19-09-2021,Metrocity
I208096,C325036,Shoes,2,6558.17,28-01-2021,Kanyon
I605690,C176748,Shoes,4,2936.36,04-12-2021,Emaar Square Mall
I727563,C754740,Cosmetics,1,7905.47,29-01-2021,Istinye Park
I212782,C614110,Clothing,5,914.01,19-07-2021,Zorlu Center
I508430,C308828,Toys,4,4662.81,24-01-2022,Mall of Istanbul
I153608,C203772,Food & Beverage,2,5869.94,30-10-2021,Zorlu Center
I460943,C194726,Cosmetics,1,3137.79,31-01-2021,Mall of Istanbul
I392611,C541827,Clothing,2,5752.83,21-09-2021,Viaport Outlet
I238535,C146086,Food & Beverage,2,7444.56,26-11-2021,Kanyon
I927641,C647809,Cosmetics,3,3349.36,28-12-2021,Cevahir AVM
I526839,C294131,Books,5,146.22,09-08-2021,Kanyon
I315248,C165486,Food & Beverage,3,8735.91,08-11-2021,Metrocity
I750043,C721221,Clothing,2,4365.95,12-03-2021,Metropol AVM
I325599,C225636,Clothing,1,478.89,25-06-2021,Kanyon
I256057,C191532,Cosmetics,2,525.08,16-11-2021,Istinye Park
I140007,C467736,Clothing,5,5639.05,31-01-2022,Viaport Outlet
I711844,C257516,Clothing,2,9821.7,15-04-2021,Metropol AVM
I400111,C317458,Cosmetics,3,6296.76,25-03-2021,Metropol AVM
I239399,C290680,Clothing,2,5831.21,10-02-2022,Metropol AVM
I103478,C226856,Clothing,2,8524.19,20-04-2021,Kanyon
I303750,C510934,Souvenir,5,2287.9,18-01-2022,Mall of Istanbul
I258141,C905181,Clothing,1,5554.19,14-06-2022,Metrocity
I239216,C988082,Toys,5,8485.73,20-05-2021,Mall of Istanbul
I255901,C705850,Souvenir,4,6715.28,04-02-2021,Forum Istanbul
I508825,C888322,Cosmetics,3,6606.6,22-08-2022,Metrocity
I244708,C139796,Toys,4,7171.1,02-02-2021,Zorlu Center
I163838,C335094,Technology,4,3085.34,23-07-2022,Metropol AVM
I334851,C245569,Cosmetics,3,222.94,31-10-2022,Kanyon
I138684,C272950,Food & Beverage,5,4395.13,16-01-2023,Metropol AVM
I259628,C523759,Shoes,1,8317.51,17-01-2021,Mall of Istanbul
I158997,C206357,Food & Beverage,1,7156.34,23-06-2022,Istinye Park
I190257,C959222,Clothing,4,9933.75,29-11-2022,Mall of Istanbul
I199845,C139412,Cosmetics,1,9868.77,19-12-2021,Emaar Square Mall
I967333,C267438,Clothing,5,2372.52,05-01-2021,Kanyon
I266463,C132195,Toys,1,315.56,03-08-2022,Metropol AVM
I111176,C905711,Food & Beverage,4,5777.19,20-10-2021,Istinye Park
I312898,C233184,Food & Beverage,1,9825.16,15-04-2021,Metrocity
I218452,C150088,Toys,2,1630.86,17-02-2021,Istinye Park
I189280,C186362,Food & Beverage,1,3631.27,21-01-2022,Mall of Istanbul
I862528,C807520,Clothing,4,791.97,20-04-2022,Istinye Park
I612911,C247343,Shoes,3,1632.2,27-05-2021,Viaport Outlet
I230386,C176856,Toys,5,785.83,08-05-2022,Cevahir AVM
I249299,C145305,Cosmetics,1,2909.59,10-12-2021,Cevahir AVM
I107941,C285644,Clothing,4,2117.25,11-08-2021,Mall of Istanbul
I990726,C831417,Clothing,1,7390.74,18-02-2021,Cevahir AVM
I166293,C163331,Cosmetics,4,7162.05,13-10-2022,Zorlu Center
I339181,C127384,Clothing,4,768.46,16-02-2023,Metropol AVM
I266574,C259561,Shoes,1,4746.01,18-07-2022,Metropol AVM
I327713,C339120,Cosmetics,1,1503.6,12-05-2021,Metrocity
I295778,C255030,Clothing,4,575.6,15-10-2022,Istinye Park
I295221,C165949,Food & Beverage,1,1354.22,09-01-2021,Metropol AVM
I231583,C241646,Clothing,2,2698.16,15-06-2021,Kanyon
I245260,C304679,Clothing,5,7242.13,22-07-2021,Forum Istanbul
I881759,C271211,Clothing,2,3023.91,26-03-2022,Istinye Park
I276378,C476792,Cosmetics,4,1298.89,05-08-2022,Emaar Square Mall
I244765,C294095,Cosmetics,1,238.25,07-03-2023,Metrocity
I299794,C237685,Books,3,6473.49,17-10-2022,Kanyon
I253093,C263431,Shoes,1,8575.52,06-02-2021,Istinye Park
I129928,C323863,Clothing,5,5946.69,01-11-2022,Metropol AVM
I117337,C102865,Toys,2,4918.27,18-03-2022,Mall of Istanbul
I330542,C760329,Cosmetics,3,2211.31,23-01-2022,Cevahir AVM
I877729,C306590,Cosmetics,1,6998.27,26-06-2021,Metrocity
I844269,C145894,Cosmetics,5,6954.8,13-07-2022,Metropol AVM
I328957,C171256,Souvenir,5,6676.33,11-07-2021,Viaport Outlet
I292113,C119493,Clothing,5,8175.95,03-10-2021,Mall of Istanbul
I123373,C132081,Clothing,2,2017.92,21-07-2022,Istinye Park
I192947,C274762,Technology,2,8404.43,22-10-2022,Emaar Square Mall
I238033,C202968,Cosmetics,3,793.83,18-12-2021,Metrocity
I323455,C335087,Books,2,593.4,03-05-2021,Metrocity
I210363,C323756,Toys,4,2157.43,01-03-2022,Mall of Istanbul
I137925,C182147,Clothing,3,3387.69,03-11-2021,Kanyon
I297103,C293639,Cosmetics,4,2883.48,29-01-2023,Forum Istanbul
I122712,C110918,Food & Beverage,4,6029.61,29-06-2021,Mall of Istanbul
I208153,C177021,Cosmetics,4,6873.49,05-08-2022,Emaar Square Mall
I284576,C749661,Books,3,7634.99,17-11-2022,Kanyon
I153910,C333662,Toys,5,727.31,13-04-2022,Forum Istanbul
I271760,C210078,Toys,5,7909.66,20-12-2022,Mall of Istanbul
I787672,C494403,Clothing,4,6836.56,10-01-2022,Zorlu Center
I263985,C315572,Food & Beverage,2,8620.23,27-12-2021,Istinye Park
I159464,C731572,Food & Beverage,5,4933.2,10-11-2021,Kanyon
I482580,C768528,Clothing,1,4021.55,12-01-2023,Metrocity
I283943,C255228,Clothing,4,4160.31,25-11-2021,Mall of Istanbul
I590503,C122951,Food & Beverage,3,7638.07,10-12-2021,Metropol AVM
I923135,C324389,Clothing,4,7854.76,09-03-2022,Mall of Istanbul
I166118,C159558,Food & Beverage,3,1318.53,08-07-2021,Kanyon
I305022,C753109,Toys,5,7209.24,14-04-2021,Mall of Istanbul
I275855,C250229,Shoes,1,5441.92,13-01-2022,Zorlu Center
I107324,C339641,Souvenir,3,3263.84,13-03-2022,Istinye Park
I250474,C249635,Technology,1,9322.13,28-09-2021,Forum Istanbul
I265206,C277522,Clothing,4,531.48,15-11-2021,Metrocity
I285831,C210592,Souvenir,5,4517.67,12-11-2022,Istinye Park
I148871,C177128,Books,2,8817.42,03-12-2022,Mall of Istanbul
I108899,C150094,Food & Beverage,1,7237.04,29-03-2022,Istinye Park
I185120,C320470,Clothing,3,3805.61,16-11-2021,Emaar Square Mall
I134734,C196202,Clothing,1,9595.67,29-12-2021,Emaar Square Mall
I233672,C352973,Clothing,2,2461.68,25-01-2023,Forum Istanbul
I664241,C113137,Cosmetics,1,943.46,02-05-2022,Mall of Istanbul
I224809,C220753,Toys,4,3913.12,10-04-2022,Istinye Park
I127866,C218624,Cosmetics,3,4985.16,02-10-2022,Forum Istanbul
I104983,C285241,Shoes,3,8251.55,03-07-2022,Metrocity
I777624,C849438,Books,4,3514.22,08-09-2021,Istinye Park
I839939,C250284,Cosmetics,1,6140.12,02-08-2022,Mall of Istanbul
I145460,C200762,Technology,3,4899.68,19-01-2022,Metropol AVM
I337045,C282972,Cosmetics,5,3390.07,25-08-2021,Mall of Istanbul
I592272,C123060,Toys,1,2013.8,03-01-2022,Zorlu Center
I227929,C800515,Clothing,1,3167.4,27-11-2022,Mall of Istanbul
I302315,C242225,Clothing,2,1756.06,07-06-2022,Kanyon
I217330,C198096,Food & Beverage,3,8789.3,03-01-2023,Kanyon
I473669,C316318,Shoes,1,1954.72,29-03-2022,Mall of Istanbul
I266643,C129338,Food & Beverage,3,3344.13,08-01-2021,Kanyon
I271317,C182250,Shoes,5,6828.41,27-02-2021,Metrocity
I301782,C315212,Clothing,5,540.44,30-12-2021,Kanyon
I142318,C185050,Cosmetics,3,2214.8,02-12-2022,Cevahir AVM
I272171,C292489,Souvenir,1,7555.29,14-10-2022,Metrocity
I110287,C661406,Clothing,1,2879.58,23-03-2021,Mall of Istanbul
I262784,C158287,Food & Beverage,4,2358.17,03-04-2021,Mall of Istanbul
I374746,C324070,Food & Beverage,4,2012.55,17-04-2022,Metrocity
I253362,C215706,Food & Beverage,2,5518.48,11-01-2023,Mall of Istanbul
I269726,C105346,Toys,1,4301.64,14-07-2021,Istinye Park
I212085,C213886,Clothing,1,602.63,19-02-2023,Zorlu Center
I225154,C221045,Shoes,5,7484.81,15-05-2021,Mall of Istanbul
I116054,C316925,Clothing,1,9350.03,23-04-2022,Istinye Park
I195814,C328549,Shoes,5,5052.01,27-03-2021,Metrocity
I147236,C248822,Toys,2,946.61,22-03-2021,Forum Istanbul
I806019,C332775,Cosmetics,3,6906.99,24-09-2022,Forum Istanbul
I179433,C669223,Toys,2,9440.73,15-06-2021,Forum Istanbul
I266858,C287960,Toys,1,9704.25,11-11-2022,Zorlu Center
I335703,C644061,Clothing,2,1508.64,19-01-2021,Metrocity
I771307,C103393,Cosmetics,2,8992.05,21-01-2023,Mall of Istanbul
I138400,C595722,Clothing,1,7585.77,05-07-2022,Viaport Outlet
I826651,C319564,Clothing,5,5705.75,11-12-2022,Kanyon
I105283,C399708,Clothing,1,1718.19,02-01-2021,Zorlu Center
I325104,C340014,Clothing,4,5869.75,20-12-2022,Zorlu Center
I113404,C729309,Cosmetics,3,7747.41,20-12-2021,Cevahir AVM
I209790,C755092,Clothing,2,2618.91,08-12-2022,Istinye Park
I130919,C217001,Clothing,2,7843.57,20-03-2021,Metropol AVM
I105140,C259526,Cosmetics,1,4460.54,29-03-2021,Cevahir AVM
I412585,C986786,Clothing,3,4024.41,08-02-2021,Kanyon
I208909,C217759,Toys,4,2017.23,30-09-2021,Metropol AVM
I166810,C219064,Clothing,3,3129.01,09-01-2023,Metrocity
I104014,C302448,Souvenir,4,2895.56,22-03-2021,Mall of Istanbul
I139640,C253300,Clothing,5,9182.04,05-03-2022,Emaar Square Mall
I167257,C811923,Souvenir,5,1077.48,11-06-2021,Metrocity
I294569,C122270,Clothing,3,3309.28,28-12-2022,Metrocity
I336057,C270117,Clothing,5,8860.97,11-07-2021,Metropol AVM
I319217,C256673,Clothing,5,7060.77,23-09-2021,Metrocity
I185497,C314225,Cosmetics,3,7464.1,17-02-2023,Metrocity
I302944,C618588,Food & Beverage,4,651.95,24-12-2022,Metropol AVM
I512241,C142551,Souvenir,3,837.05,27-08-2021,Cevahir AVM
I209392,C203168,Clothing,1,5553.26,16-10-2021,Metropol AVM
I118503,C262268,Clothing,5,6186.77,04-07-2021,Mall of Istanbul
I383085,C206830,Souvenir,3,3237.41,05-11-2021,Viaport Outlet
I196081,C309476,Shoes,5,2020.67,01-06-2021,Metrocity
I104918,C121021,Books,4,5356.38,23-12-2021,Kanyon
I292066,C180693,Clothing,2,6387.68,12-08-2021,Metrocity
I181812,C150361,Souvenir,3,5786.48,12-06-2021,Forum Istanbul
I317572,C156070,Shoes,4,8965.5,30-06-2021,Zorlu Center
I139905,C120805,Food & Beverage,5,8923.76,15-08-2021,Kanyon
I237181,C250807,Technology,5,7523.61,30-06-2022,Mall of Istanbul
I204945,C100477,Food & Beverage,4,7177.32,16-09-2022,Mall of Istanbul
I542101,C821283,Cosmetics,5,4554.93,03-08-2022,Viaport Outlet
I230200,C175979,Clothing,5,8351.94,29-12-2021,Mall of Istanbul
I332268,C292096,Clothing,1,1290.15,24-09-2021,Viaport Outlet
I258815,C269427,Clothing,2,9280.84,21-09-2021,Metrocity
I324134,C110887,Food & Beverage,3,7606.34,25-03-2022,Istinye Park
I286840,C943626,Cosmetics,5,8328.1,13-01-2021,Istinye Park
I108610,C723916,Cosmetics,3,16.05,03-03-2023,Metrocity
I244365,C420247,Cosmetics,1,9171.34,31-08-2022,Mall of Istanbul
I191753,C611760,Clothing,3,6609.51,28-01-2022,Kanyon
I265867,C205418,Clothing,1,4515.72,30-01-2021,Metropol AVM
I332342,C258814,Cosmetics,1,7188.54,06-03-2023,Forum Istanbul
I280432,C164299,Clothing,4,5880.39,27-02-2022,Mall of Istanbul
I676515,C155050,Technology,3,3797.09,30-04-2021,Kanyon
I161557,C138950,Clothing,5,1230.79,12-10-2022,Mall of Istanbul
I209990,C120738,Cosmetics,5,5226.05,30-01-2022,Kanyon
I226264,C741575,Clothing,1,4584.8,18-04-2021,Viaport Outlet
I268824,C146165,Clothing,2,1140.57,26-08-2022,Metrocity
I235516,C136171,Shoes,3,400.46,01-10-2021,Mall of Istanbul
I302434,C787141,Food & Beverage,1,933.84,23-08-2022,Kanyon
I897275,C890034,Clothing,4,6245.3,10-06-2022,Metropol AVM
I258154,C130580,Food & Beverage,2,1683.7,02-07-2022,Zorlu Center
I264709,C104997,Food & Beverage,5,8336.87,11-03-2022,Kanyon
I309561,C156514,Books,4,8584.33,22-01-2021,Emaar Square Mall
I329706,C303453,Toys,4,6962.26,12-02-2023,Mall of Istanbul
I475199,C301502,Cosmetics,2,8084.34,05-09-2021,Metropol AVM
I305747,C330746,Toys,3,1092.34,11-08-2021,Emaar Square Mall
I186393,C635895,Clothing,2,2674.93,25-01-2023,Zorlu Center
I887944,C223159,Clothing,1,3134.18,17-10-2021,Mall of Istanbul
I186041,C183204,Clothing,2,6342.58,05-03-2023,Mall of Istanbul
I678964,C267594,Clothing,1,3272.46,08-02-2022,Viaport Outlet
I280728,C304653,Shoes,5,7983.26,14-08-2021,Metrocity
I313645,C304339,Clothing,4,3526.63,04-12-2022,Metrocity
I466086,C454732,Clothing,5,49.36,07-02-2022,Forum Istanbul
I103132,C285385,Books,3,3409.0,28-08-2022,Metropol AVM
I872553,C207881,Cosmetics,2,9001.43,05-09-2022,Metrocity
I325439,C889581,Clothing,2,5254.72,25-04-2021,Kanyon
I938217,C173270,Clothing,5,1608.68,06-06-2022,Zorlu Center
I386801,C641330,Clothing,3,2497.11,11-11-2022,Mall of Istanbul
I147431,C186489,Toys,1,6658.6,28-07-2022,Metropol AVM
I112975,C179493,Shoes,5,7370.16,24-06-2021,Zorlu Center
I193091,C212387,Souvenir,5,413.56,13-03-2021,Istinye Park
I115931,C175914,Books,5,8002.47,14-12-2021,Metrocity
I205789,C166558,Clothing,4,3137.26,10-02-2021,Kanyon
I249105,C253174,Cosmetics,5,1435.93,14-03-2021,Metrocity
I579489,C819629,Toys,1,6493.77,11-12-2022,Kanyon
I163233,C139468,Cosmetics,2,4274.29,14-02-2023,Mall of Istanbul
I224392,C275030,Technology,2,3734.32,11-07-2022,Kanyon
I101316,C100544,Cosmetics,3,4794.95,24-06-2022,Metrocity
I190133,C450400,Technology,5,3712.15,15-06-2022,Istinye Park
I335173,C113208,Clothing,3,6833.41,10-08-2021,Kanyon
I306960,C222309,Clothing,5,4128.97,21-02-2023,Metrocity
I283891,C203267,Clothing,5,6051.8,28-03-2021,Cevahir AVM
I291250,C138018,Toys,4,4201.73,29-12-2021,Forum Istanbul
I169379,C305738,Clothing,2,721.6,10-09-2022,Metrocity
I108027,C213633,Clothing,2,822.49,22-01-2023,Mall of Istanbul
I181164,C142699,Clothing,4,675.7,10-09-2022,Cevahir AVM
I221463,C136884,Food & Beverage,3,7724.39,18-09-2022,Metrocity
I296292,C240452,Technology,5,5101.67,09-12-2022,Mall of Istanbul
I183082,C238651,Technology,3,2429.09,29-04-2021,Mall of Istanbul
I292485,C278091,Food & Beverage,5,1626.06,04-06-2021,Metrocity
I320809,C556733,Cosmetics,1,5073.29,13-07-2021,Metropol AVM
I336065,C306388,Clothing,3,4892.01,26-02-2021,Istinye Park
I116641,C313696,Food & Beverage,3,518.21,09-04-2021,Kanyon
I528225,C239991,Food & Beverage,1,7599.43,20-02-2022,Zorlu Center
I643986,C987672,Clothing,2,542.1,24-01-2023,Metropol AVM
I948349,C153403,Food & Beverage,3,4013.62,12-03-2021,Metrocity
I309287,C105950,Food & Beverage,1,4309.24,18-11-2021,Kanyon
I269991,C907444,Clothing,3,8076.22,03-08-2021,Istinye Park
I671603,C184603,Clothing,2,7377.62,26-08-2021,Viaport Outlet
I101296,C132787,Cosmetics,2,6546.18,14-01-2023,Istinye Park
I926287,C140339,Food & Beverage,1,2538.89,30-05-2021,Forum Istanbul
I157628,C198724,Toys,5,2835.71,21-02-2021,Mall of Istanbul
I502317,C318637,Clothing,4,2512.45,08-03-2023,Metrocity
I162695,C335561,Clothing,2,6761.78,17-06-2021,Forum Istanbul
I161334,C748328,Clothing,1,2296.02,27-01-2021,Metrocity
I182526,C410752,Cosmetics,5,6791.48,12-08-2022,Kanyon
I230137,C280437,Clothing,3,8499.71,11-02-2023,Istinye Park
I292511,C456156,Cosmetics,3,5586.84,27-08-2021,Metrocity
I374777,C152697,Toys,2,2013.5,29-05-2022,Istinye Park
I292453,C153025,Food & Beverage,5,7625.61,03-11-2021,Istinye Park
I330485,C135463,Toys,2,2404.37,06-03-2022,Kanyon
I500874,C333245,Clothing,3,9920.49,13-11-2021,Metropol AVM
I224292,C223545,Clothing,2,8258.99,12-05-2021,Forum Istanbul
I183431,C272877,Food & Beverage,5,2379.8,21-04-2022,Mall of Istanbul
I243735,C157180,Food & Beverage,3,6444.41,07-12-2022,Zorlu Center
I231847,C253002,Technology,5,5089.47,04-01-2023,Kanyon
